2025-06-15 00:00:09 | INFO  | service=notifications   | latency_ms=59    | status=ok
2025-06-15 02:09:41 | INFO  | service=auth            | latency_ms=37    | status=ok
2025-06-15 02:09:51 | ERROR | service=auth            | latency_ms=177   | status=error
2025-06-15 02:10:11 | WARN  | service=notifications   | latency_ms=43    | status=retry
2025-06-15 02:10:48 | INFO  | service=auth            | latency_ms=55    | status=ok
2025-06-15 02:11:10 | INFO  | service=auth            | latency_ms=75    | status=ok
2025-06-15 02:12:35 | INFO  | service=auth            | latency_ms=92    | status=ok
2025-06-15 02:14:09 | INFO  | service=auth            | latency_ms=136   | status=ok
2025-06-15 02:16:03 | INFO  | service=notifications   | latency_ms=53    | status=ok
2025-06-15 02:17:24 | INFO  | service=notifications   | latency_ms=55    | status=ok
2025-06-15 02:18:25 | INFO  | service=auth            | latency_ms=77    | status=ok
2025-06-15 02:18:31 | INFO  | service=payments        | latency_ms=84    | status=ok
2025-06-15 02:20:07 | INFO  | service=notifications   | latency_ms=49    | status=ok
2025-06-15 02:21:28 | INFO  | service=payments        | latency_ms=203   | status=ok
2025-06-15 02:22:45 | INFO  | service=notifications   | latency_ms=99    | status=ok
2025-06-15 02:23:34 | INFO  | service=notifications   | latency_ms=46    | status=ok
2025-06-15 02:24:17 | INFO  | service=payments        | latency_ms=218   | status=ok
2025-06-15 02:25:18 | INFO  | service=payments        | latency_ms=197   | status=ok
2025-06-15 02:28:31 | INFO  | service=auth            | latency_ms=44    | status=ok
2025-06-15 02:28:43 | ERROR | service=notifications   | latency_ms=248   | status=timeout
2025-06-15 02:32:18 | INFO  | service=notifications   | latency_ms=65    | status=ok
??? | ERROR | service=??? | latency_ms=NaN |
2025-06-15 02:32:56 | WARN  | service=auth            | latency_ms=103   | status=retry
2025-06-15 02:41:44 | INFO  | service=notifications   | latency_ms=31    | status=ok
2025-06-15 02:43:41 | INFO  | service=payments        | latency_ms=284   | status=ok
2025-06-15 02:43:41 | INFO  | service=auth            | latency_ms=37    | status=ok
2025-06-15 02:44:18 | INFO  | service=payments        | latency_ms=235   | status=ok
2025-06-15 02:45:02 | INFO  | service=notifications   | latency_ms=93    | status=ok
2025-06-15 02:50:21 | INFO  | service=auth            | latency_ms=50    | status=ok
2025-06-15 02:52:02 | INFO  | service=auth            | latency_ms=63    | status=ok
2025-06-15 02:52:02 | INFO  | service=notifications   | latency_ms=51    | status=ok
2025-06-15 02:52:09 | INFO  | service=payments        | latency_ms=169   | status=ok
2025-06-15 02:53:05 | INFO  | service=payments        | latency_ms=106   | status=ok
2025-06-15 02:54:24 | INFO  | service=auth            | latency_ms=82    | status=ok
2025-06-15 02:55:06 | INFO  | service=payments        | latency_ms=136   | status=ok
2025-06-15 02:55:52 | INFO  | service=payments        | latency_ms=228   | status=ok
2025-06-15 02:55:52 | INFO  | service=notifications   | latency_ms=31    | status=ok
2025-06-15 02:56:43 | INFO  | service=auth            | latency_ms=126   | status=ok
2025-06-15 02:57:25 | INFO  | service=auth            | latency_ms=56    | status=ok
2025-06-15 02:57:31 | INFO  | service=auth            | latency_ms=70    | status=ok
2025-06-15 02:57:48 | INFO  | service=notifications   | latency_ms=66    | status=ok
2025-06-15 03:01:53 | INFO  | service=notifications   | latency_ms=25    | status=ok
2025-06-15 03:02:00 | INFO  | service=payments        | latency_ms=213   | status=ok
2025-06-15 03:02:53 | INFO  | service=auth            | latency_ms=119   | status=ok
2025-06-15 03:04:41 | INFO  | service=payments        | latency_ms=103   | status=ok
2025-06-15 03:04:44 | INFO  | service=notifications   | latency_ms=53    | status=ok
2025-06-15 03:05:13 | INFO  | service=notifications   | latency_ms=55    | status=ok
2025-06-15 03:07:51 | INFO  | service=payments        | latency_ms=246   | status=ok
2025-06-15 03:08:22 | INFO  | service=notifications   | latency_ms=25    | status=ok
2025-06-15 03:08:52 | INFO  | service=notifications   | latency_ms=23    | status=ok
2025-06-15 03:09:05 | INFO  | service=payments        | latency_ms=231   | status=ok
2025-06-15 03:10:26 | INFO  | service=auth            | latency_ms=88    | status=ok
2025-06-15 03:10:32 | INFO  | service=notifications   | latency_ms=55    | status=ok
2025-06-15 03:11:06 | INFO  | service=auth            | latency_ms=90    | status=ok
2025-06-15 03:11:35 | INFO  | service=auth            | latency_ms=59    | status=ok
2025-06-15 03:11:36 | INFO  | service=auth            | latency_ms=86    | status=ok
2025-06-15 03:11:58 | INFO  | service=auth            | latency_ms=88    | status=ok
2025-06-15 03:13:13 | INFO  | service=notifications   | latency_ms=35    | status=ok
2025-06-15 03:16:33 | INFO  | service=auth            | latency_ms=135   | status=ok
2025-06-15 03:18:50 | INFO  | service=auth            | latency_ms=94    | status=ok
2025-06-15 03:26:44 | INFO  | service=notifications   | latency_ms=26    | status=ok
2025-06-15 03:29:12 | INFO  | service=notifications   | latency_ms=63    | status=ok
2025-06-15 03:33:26 | INFO  | service=auth            | latency_ms=50    | status=ok
2025-06-15 03:33:42 | INFO  | service=notifications   | latency_ms=65    | status=ok
2025-06-15 03:35:22 | INFO  | service=notifications   | latency_ms=73    | status=ok
2025-06-15 03:35:23 | INFO  | service=payments        | latency_ms=150   | status=ok
2025-06-15 03:36:15 | INFO  | service=notifications   | latency_ms=69    | status=ok
2025-06-15 03:37:37 | INFO  | service=payments        | latency_ms=224   | status=ok
2025-06-15 03:38:11 | INFO  | service=auth            | latency_ms=104   | status=ok
2025-06-15 03:38:27 | INFO  | service=payments        | latency_ms=313   | status=ok
2025-06-15 03:44:19 | ERROR | service=auth            | latency_ms=341   | status=error
2025-06-15 03:44:23 | INFO  | service=payments        | latency_ms=154   | status=ok
2025-06-15 03:45:26 | INFO  | service=auth            | latency_ms=53    | status=ok
2025-06-15 03:45:31 | INFO  | service=notifications   | latency_ms=33    | status=ok
2025-06-15 03:47:11 | INFO  | service=payments        | latency_ms=195   | status=ok
2025-06-15 03:47:25 | INFO  | service=auth            | latency_ms=90    | status=ok
2025-06-15 03:48:01 | INFO  | service=auth            | latency_ms=88    | status=ok
2025-06-15 03:48:56 | INFO  | service=payments        | latency_ms=249   | status=ok
2025-06-15 03:49:20 | INFO  | service=payments        | latency_ms=200   | status=ok
2025-06-15 03:49:34 | INFO  | service=payments        | latency_ms=287   | status=ok
2025-06-15 03:49:51 | INFO  | service=auth            | latency_ms=72    | status=ok
2025-06-15 03:50:07 | INFO  | service=payments        | latency_ms=363   | status=ok
2025-06-15 03:51:51 | INFO  | service=notifications   | latency_ms=62    | status=ok
2025-06-15 03:53:18 | INFO  | service=notifications   | latency_ms=32    | status=ok
2025-06-15 03:55:10 | INFO  | service=auth            | latency_ms=47    | status=ok
2025-06-15 03:56:46 | INFO  | service=payments        | latency_ms=228   | status=ok
2025-06-15 04:06:06 | INFO  | service=payments        | latency_ms=186   | status=ok
2025-06-15 04:06:13 | INFO  | service=payments        | latency_ms=242   | status=ok
2025-06-15 04:06:36 | INFO  | service=payments        | latency_ms=228   | status=ok
2025-06-15 04:07:21 | INFO  | service=auth            | latency_ms=77    | status=ok
2025-06-15 04:10:36 | INFO  | service=notifications   | latency_ms=33    | status=ok
2025-06-15 04:14:20 | INFO  | service=auth            | latency_ms=34    | status=ok
2025-06-15 04:15:58 | INFO  | service=notifications   | latency_ms=41    | status=ok
2025-06-15 04:16:41 | INFO  | service=payments        | latency_ms=251   | status=ok
2025-06-15 04:21:18 | INFO  | service=payments        | latency_ms=212   | status=ok
2025-06-15 04:21:35 | INFO  | service=payments        | latency_ms=125   | status=ok
2025-06-15 04:21:39 | INFO  | service=notifications   | latency_ms=53    | status=ok
2025-06-15 04:21:45 | INFO  | service=notifications   | latency_ms=57    | status=ok
2025-06-15 04:22:00 | INFO  | service=payments        | latency_ms=146   | status=ok
2025-06-15 04:24:17 | INFO  | service=auth            | latency_ms=84    | status=ok
2025-06-15 04:27:24 | INFO  | service=auth            | latency_ms=81    | status=ok
2025-06-15 04:28:37 | INFO  | service=notifications   | latency_ms=27    | status=ok
2025-06-15 04:34:44 | INFO  | service=payments        | latency_ms=221   | status=ok
2025-06-15 04:34:52 | INFO  | service=payments        | latency_ms=233   | status=ok
2025-06-15 04:35:01 | INFO  | service=payments        | latency_ms=264   | status=ok
2025-06-15 04:35:47 | INFO  | service=notifications   | latency_ms=71    | status=ok
2025-06-15 04:36:13 | WARN  | service=payments        | latency_ms=117   | status=retry
2025-06-15 04:39:27 | INFO  | service=notifications   | latency_ms=31    | status=ok
2025-06-15 04:41:14 | INFO  | service=auth            | latency_ms=95    | status=ok
2025-06-15 04:41:40 | INFO  | service=payments        | latency_ms=230   | status=ok
2025-06-15 04:41:52 | INFO  | service=auth            | latency_ms=95    | status=ok
2025-06-15 04:43:48 | INFO  | service=auth            | latency_ms=195   | status=ok
2025-06-15 04:44:45 | INFO  | service=auth            | latency_ms=97    | status=ok
2025-06-15 04:45:33 | ERROR | service=notifications   | latency_ms=272   | status=timeout
2025-06-15 04:46:18 | INFO  | service=auth            | latency_ms=108   | status=ok
2025-06-15 04:47:58 | INFO  | service=payments        | latency_ms=239   | status=ok
2025-06-15 04:48:57 | WARN  | service=auth            | latency_ms=70    | status=retry
2025-06-15 04:49:21 | WARN  | service=notifications   | latency_ms=65    | status=retry
2025-06-15 04:51:19 | INFO  | service=auth            | latency_ms=56    | status=ok
2025-06-15 04:52:16 | INFO  | service=auth            | latency_ms=72    | status=ok
2025-06-15 04:53:59 | INFO  | service=auth            | latency_ms=65    | status=ok
2025-06-15 04:59:07 | INFO  | service=notifications   | latency_ms=51    | status=ok
2025-06-15 05:03:27 | INFO  | service=payments        | latency_ms=338   | status=ok
2025-06-15 05:03:53 | INFO  | service=payments        | latency_ms=87    | status=ok
2025-06-15 05:05:19 | INFO  | service=notifications   | latency_ms=63    | status=ok
2025-06-15 05:07:30 | INFO  | service=notifications   | latency_ms=17    | status=ok
2025-06-15 05:09:39 | INFO  | service=payments        | latency_ms=171   | status=ok
2025-06-15 05:11:42 | INFO  | service=payments        | latency_ms=265   | status=ok
2025-06-15 05:17:59 | WARN  | service=auth            | latency_ms=81    | status=retry
2025-06-15 05:19:00 | INFO  | service=payments        | latency_ms=135   | status=ok
2025-06-15 05:19:10 | INFO  | service=payments        | latency_ms=157   | status=ok
2025-06-15 05:19:11 | INFO  | service=payments        | latency_ms=240   | status=ok
2025-06-15 05:19:52 | INFO  | service=notifications   | latency_ms=35    | status=ok
2025-06-15 05:24:09 | INFO  | service=auth            | latency_ms=86    | status=ok
2025-06-15 05:25:07 | INFO  | service=notifications   | latency_ms=50    | status=ok
2025-06-15 05:27:07 | INFO  | service=notifications   | latency_ms=36    | status=ok
2025-06-15 05:27:57 | ERROR | service=auth            | latency_ms=374   | status=timeout
2025-06-15 05:28:07 | INFO  | service=notifications   | latency_ms=62    | status=ok
2025-06-15 05:28:27 | INFO  | service=payments        | latency_ms=78    | status=ok
2025-06-15 05:29:13 | INFO  | service=payments        | latency_ms=211   | status=ok
2025-06-15 05:32:39 | INFO  | service=notifications   | latency_ms=36    | status=ok
2025-06-15 05:34:43 | INFO  | service=notifications   | latency_ms=67    | status=ok
2025-06-15 05:35:18 | INFO  | service=auth            | latency_ms=56    | status=ok
2025-06-15 05:36:19 | INFO  | service=notifications   | latency_ms=47    | status=ok
2025-06-15 05:38:48 | INFO  | service=auth            | latency_ms=95    | status=ok
2025-06-15 05:44:32 | INFO  | service=auth            | latency_ms=105   | status=ok
2025-06-15 05:45:26 | INFO  | service=auth            | latency_ms=43    | status=ok
2025-06-15 05:45:29 | CORRUPTED LINE |||
2025-06-15 05:45:44 | INFO  | service=payments        | latency_ms=179   | status=ok
2025-06-15 05:46:51 | INFO  | service=notifications   | latency_ms=40    | status=ok
2025-06-15 05:47:13 | INFO  | service=notifications   | latency_ms=36    | status=ok
2025-06-15 05:48:44 | INFO  | service=auth            | latency_ms=132   | status=ok
2025-06-15 05:49:33 | INFO  | service=notifications   | latency_ms=58    | status=ok
2025-06-15 05:49:48 | INFO  | service=auth            | latency_ms=42    | status=ok
2025-06-15 05:51:09 | INFO  | service=auth            | latency_ms=107   | status=ok
2025-06-15 05:52:02 | INFO  | service=notifications   | latency_ms=92    | status=ok
2025-06-15 05:54:10 | INFO  | service=notifications   | latency_ms=70    | status=ok
2025-06-15 05:54:52 | INFO  | service=payments        | latency_ms=108   | status=ok
2025-06-15 05:55:13 | INFO  | service=auth            | latency_ms=65    | status=ok
2025-06-15 05:57:22 | INFO  | service=notifications   | latency_ms=75    | status=ok
2025-06-15 05:58:40 | INFO  | service=payments        | latency_ms=157   | status=ok
2025-06-15 05:59:16 | INFO  | service=auth            | latency_ms=93    | status=ok
2025-06-15 05:59:29 | INFO  | service=payments        | latency_ms=246   | status=ok
2025-06-15 05:59:46 | INFO  | service=auth            | latency_ms=52    | status=ok
2025-06-15 06:00:05 | INFO  | service=notifications   | latency_ms=48    | status=ok
2025-06-15 06:00:06 | INFO  | service=notifications   | latency_ms=1     | status=ok
2025-06-15 06:00:29 | INFO  | service=notifications   | latency_ms=29    | status=ok
2025-06-15 06:00:38 | INFO  | service=payments        | latency_ms=184   | status=ok
2025-06-15 06:01:02 | WARN  | service=auth            | latency_ms=42    | status=retry
2025-06-15 06:01:15 | ERROR | service=notifications   | latency_ms=337   | status=timeout
2025-06-15 06:02:38 | INFO  | service=auth            | latency_ms=37    | status=ok
2025-06-15 06:02:57 | INFO  | service=auth            | latency_ms=66    | status=ok
2025-06-15 06:03:02 | INFO  | service=payments        | latency_ms=207   | status=ok
2025-06-15 06:03:11 | INFO  | service=notifications   | latency_ms=78    | status=ok
2025-06-15 06:03:43 | INFO  | service=payments        | latency_ms=113   | status=ok
2025-06-15 06:03:48 | INFO  | service=notifications   | latency_ms=73    | status=ok
2025-06-15 06:05:12 | INFO  | service=payments        | latency_ms=200   | status=ok
2025-06-15 06:05:14 | INFO  | service=notifications   | latency_ms=30    | status=ok
2025-06-15 06:05:38 | INFO  | service=auth            | latency_ms=93    | status=ok
2025-06-15 06:05:45 | INFO  | service=notifications   | latency_ms=53    | status=ok
2025-06-15 06:06:30 | INFO  | service=notifications   | latency_ms=37    | status=ok
2025-06-15 06:06:51 | WARN  | service=payments        | latency_ms=204   | status=retry
2025-06-15 06:07:08 | INFO  | service=notifications   | latency_ms=42    | status=ok
2025-06-15 06:07:17 | INFO  | service=notifications   | latency_ms=52    | status=ok
2025-06-15 06:07:27 | INFO  | service=auth            | latency_ms=99    | status=ok
2025-06-15 06:07:29 | INFO  | service=auth            | latency_ms=127   | status=ok
2025-06-15 06:08:13 | INFO  | service=auth            | latency_ms=42    | status=ok
2025-06-15 06:08:44 | INFO  | service=notifications   | latency_ms=92    | status=ok
2025-06-15 06:09:39 | INFO  | service=payments        | latency_ms=82    | status=ok
2025-06-15 06:09:47 | INFO  | service=auth            | latency_ms=75    | status=ok
2025-06-15 06:10:28 | ERROR | service=payments        | latency_ms=967   | status=error
2025-06-15 06:10:47 | INFO  | service=auth            | latency_ms=88    | status=ok
2025-06-15 06:12:28 | INFO  | service=notifications   | latency_ms=37    | status=ok
2025-06-15 06:12:42 | INFO  | service=notifications   | latency_ms=45    | status=ok
2025-06-15 06:14:02 | INFO  | service=notifications   | latency_ms=40    | status=ok
2025-06-15 06:14:03 | INFO  | service=payments        | latency_ms=164   | status=ok
2025-06-15 06:14:27 | INFO  | service=notifications   | latency_ms=66    | status=ok
2025-06-15 06:14:35 | INFO  | service=auth            | latency_ms=90    | status=ok
2025-06-15 06:14:38 | INFO  | service=notifications   | latency_ms=36    | status=ok
2025-06-15 06:14:39 | INFO  | service=auth            | latency_ms=106   | status=ok
2025-06-15 06:14:45 | INFO  | service=payments        | latency_ms=218   | status=ok
2025-06-15 06:15:06 | INFO  | service=auth            | latency_ms=104   | status=ok
2025-06-15 06:16:08 | INFO  | service=payments        | latency_ms=237   | status=ok
2025-06-15 06:16:09 | INFO  | service=payments        | latency_ms=150   | status=ok
2025-06-15 06:16:29 | INFO  | service=auth            | latency_ms=63    | status=ok
2025-06-15 06:16:40 | INFO  | service=payments        | latency_ms=244   | status=ok
2025-06-15 06:17:25 | ERROR | service=payments        | latency_ms=477   | status=timeout
2025-06-15 06:17:42 | INFO  | service=payments        | latency_ms=198   | status=ok
2025-06-15 06:17:49 | INFO  | service=auth            | latency_ms=83    | status=ok
2025-06-15 06:19:13 | INFO  | service=auth            | latency_ms=118   | status=ok
2025-06-15 06:19:21 | INFO  | service=payments        | latency_ms=164   | status=ok
2025-06-15 06:19:35 | INFO  | service=payments        | latency_ms=232   | status=ok
2025-06-15 06:20:02 | INFO  | service=notifications   | latency_ms=45    | status=ok
2025-06-15 06:20:13 | INFO  | service=auth            | latency_ms=73    | status=ok
2025-06-15 06:20:26 | INFO  | service=auth            | latency_ms=112   | status=ok
2025-06-15 06:20:30 | INFO  | service=payments        | latency_ms=249   | status=ok
2025-06-15 06:20:42 | INFO  | service=notifications   | latency_ms=66    | status=ok
2025-06-15 06:21:27 | INFO  | service=auth            | latency_ms=119   | status=ok
2025-06-15 06:22:22 | INFO  | service=payments        | latency_ms=201   | status=ok
2025-06-15 06:22:23 | INFO  | service=notifications   | latency_ms=63    | status=ok
2025-06-15 06:23:02 | INFO  | service=notifications   | latency_ms=43    | status=ok
2025-06-15 06:24:30 | INFO  | service=payments        | latency_ms=219   | status=ok
2025-06-15 06:24:34 | INFO  | service=auth            | latency_ms=76    | status=ok
2025-06-15 06:24:58 | INFO  | service=auth            | latency_ms=82    | status=ok
2025-06-15 06:25:23 | INFO  | service=auth            | latency_ms=97    | status=ok
??? | ERROR | service=??? | latency_ms=NaN |
2025-06-15 06:25:32 | INFO  | service=payments        | latency_ms=150   | status=ok
2025-06-15 06:25:41 | INFO  | service=auth            | latency_ms=142   | status=ok
2025-06-15 06:26:09 | INFO  | service=notifications   | latency_ms=29    | status=ok
2025-06-15 06:26:09 | INFO  | service=payments        | latency_ms=127   | status=ok
2025-06-15 06:26:29 | INFO  | service=payments        | latency_ms=269   | status=ok
2025-06-15 06:27:27 | ERROR | service=auth            | latency_ms=285   | status=error
2025-06-15 06:27:32 | WARN  | service=auth            | latency_ms=98    | status=retry
2025-06-15 06:27:34 | INFO  | service=payments        | latency_ms=237   | status=ok
2025-06-15 06:28:44 | INFO  | service=notifications   | latency_ms=49    | status=ok
2025-06-15 06:29:38 | INFO  | service=payments        | latency_ms=146   | status=ok
2025-06-15 06:29:39 | INFO  | service=auth            | latency_ms=82    | status=ok
2025-06-15 06:30:06 | WARN  | service=notifications   | latency_ms=36    | status=retry
2025-06-15 06:30:51 | INFO  | service=payments        | latency_ms=258   | status=ok
2025-06-15 06:30:55 | INFO  | service=payments        | latency_ms=191   | status=ok
2025-06-15 06:30:56 | INFO  | service=payments        | latency_ms=150   | status=ok
2025-06-15 06:31:26 | INFO  | service=notifications   | latency_ms=43    | status=ok
2025-06-15 06:31:40 | ERROR | service=notifications   | latency_ms=221   | status=timeout
2025-06-15 06:31:58 | INFO  | service=payments        | latency_ms=166   | status=ok
2025-06-15 06:32:21 | INFO  | service=auth            | latency_ms=55    | status=ok
2025-06-15 06:32:27 | INFO  | service=notifications   | latency_ms=54    | status=ok
2025-06-15 06:32:33 | INFO  | service=payments        | latency_ms=214   | status=ok
2025-06-15 06:33:08 | INFO  | service=payments        | latency_ms=169   | status=ok
2025-06-15 06:33:25 | INFO  | service=payments        | latency_ms=171   | status=ok
2025-06-15 06:33:34 | INFO  | service=auth            | latency_ms=86    | status=ok
2025-06-15 06:33:56 | INFO  | service=notifications   | latency_ms=21    | status=ok
2025-06-15 06:33:56 | WARN  | service=notifications   | latency_ms=21    | status=retry
2025-06-15 06:34:00 | ERROR | service=payments        | latency_ms=658   | status=timeout
2025-06-15 06:34:20 | INFO  | service=payments        | latency_ms=187   | status=ok
2025-06-15 06:34:30 | INFO  | service=payments        | latency_ms=218   | status=ok
